file = GEDI02_A_2019175115613_O03007_03_T02893_02_003_01_V002
beam = BEAM1011
shot = 30071100300208676


rh,wf,wf_ground_gau,wf_ground_mir,wf_nogroud_gau,wf_noground_mir,rh_noground_gau,rh_noground_mir
2.06,0.13452365875244165,0.0733623897066886,0.08065273501656273,0.06116126904575306,0.05387092373587893,5.861905645069344,5.7598119363333655
2.13,0.12265489578247113,0.06819567648513733,0.07692308003669159,0.0544592192973338,0.045731815745779544,5.935041349361764,5.833689703697257
2.24,0.11064603567123399,0.06050279980238979,0.06666662216186525,0.0501432358688442,0.04397941350936874,6.0122207153368805,5.907567471061148
2.32,0.11064597368240392,0.0552493504641194,0.06666665720064831,0.05539662321828452,0.04397931648175561,6.0894000813119975,5.987494176679747
2.43,0.12265486717224139,0.048509357962830194,0.06501550406015784,0.0741455092094112,0.05763936311208355,6.1665794472871145,6.067626819926381
2.5,0.1209277582168582,0.04451511849471261,0.06212593241098023,0.07641263972214558,0.058801825805877964,6.246424080882233,6.147759463173014
2.62,0.1209272432327273,0.03820043153692017,0.05717235929387802,0.08272681169580713,0.06375488393884929,6.326829716304899,6.229911333131348
2.69,0.12265489578247024,0.034823602096144886,0.0542827587991059,0.08783129368632536,0.06837213698336433,6.407235351727564,6.313422516305628
2.8,0.08728582501411397,0.02996193515860192,0.05318476413024034,0.05732388985551205,0.03410106088387363,6.488708226362079,6.396933699479907
2.92,0.08728599548339844,0.02525483753120735,0.0541331088542938,0.062031157952191086,0.033152886629104636,6.570915087056864,6.4813576834059
3.03,0.09090884460532855,0.021457003130780958,0.05047565903928545,0.0694518414745476,0.040433185566043105,6.653121947751649,6.56675363354259
3.14,0.09090931963692128,0.018120758933576193,0.046242173239436773,0.07278856070334509,0.04466714639748451,6.736491722993848,6.6521495836792806
3.25,0.08065272331237772,0.015211325139881432,0.041000655708026384,0.06544139817249628,0.03965206760435133,6.8214045633771185,6.7387843907705545
3.4,0.07592577695846581,0.011865892853814364,0.03494340290518566,0.06405988410465144,0.040982374053280146,6.906317403760389,6.826998061646044
3.52,0.07222226619720473,0.009649472515654449,0.03358647897839546,0.06257279368155028,0.038635787218809274,6.99123024414366,6.915211732521534
3.7,0.06161637783050544,0.006981821835538946,0.031506315638806674,0.0546345559949665,0.030110062191698768,7.073708277433204,7.00331598864526
3.85,0.06047474861145008,0.005266278615197626,0.029586286963142486,0.05520846999625245,0.030888461648307594,7.155905882580103,7.08871192514545
4.04,0.04849082827568063,0.0036257319636843846,0.027346645445330973,0.04486509631199625,0.021144182830349658,7.238103487727002,7.1741078616456395
4.27,0.05025336146354675,0.0022527527125303115,0.02550888724584544,0.048000608751016444,0.024744474217701314,7.318969551718933,7.25950379814583
4.45,0.05025336146354675,0.0015239899516975694,0.0,0.04872937151184918,0.05025336146354675,7.3993521000516,7.343026031108268
4.68,0.050253368616103966,0.0009034523405115433,0.0,0.049349916275592424,0.050253368616103966,7.479734648384268,7.426537308011328
4.86,0.05025316953658998,0.0005891314153079857,0.0,0.04966403812128199,0.05025316953658998,7.56048812686225,7.510048584914387
5.09,0.04849072992801684,0.00033322751144633105,0.0,0.04815750241657051,0.04849072992801684,7.641613904996549,7.594240360308341
5.28,0.05413300037384028,0.00020402274935450433,0.0,0.05392897762448577,0.05413300037384028,7.722739683130848,7.678524195530104
5.46,0.05025336146354675,0.0001260748953946909,0.0,0.05012728656815206,0.05025336146354675,7.804181286825436,7.7628080307518665
5.69,0.04448847413063062,6.65750009686044e-05,0.0,0.04442189912966201,0.04448847413063062,7.887154931637425,7.848392401630293
5.91,0.04167528152465816,3.526520115529487e-05,0.0,0.041640016323502865,0.04167528152465816,7.970128576449413,7.934596196164583
6.18,0.03776283055543894,1.5644254201920914e-05,0.0,0.03774718630123702,0.03776283055543894,8.053370222176044,8.020799990698873
6.44,0.03846152232214095,6.910914701572653e-06,0.0,0.03845461140743938,0.03846152232214095,8.143512401440079,8.11192867037009
6.7,0.03608048915863038,2.951870307505445e-06,0.0,0.03607753728832287,0.03608048915863038,8.233654580704115,8.205580131848635
7.0,0.036080501675605836,1.0608501369220841e-06,0.0,0.03607944082546891,0.036080501675605836,8.323796759968152,8.299231593327178
7.26,0.038461521708450075,4.2142976321036923e-07,0.0,0.03846110027868686,0.038461521708450075,8.423243300827588,8.39912336973784
7.52,0.03776274561882009,1.6187397456275717e-07,0.0,0.03776258374484553,0.03776274561882009,8.52650300197859,8.506403053713154
7.79,0.03776283860206586,5.78324092059923e-08,0.0,0.037762780769656654,0.03776283860206586,8.62976270312959,8.613682737688466
8.05,0.03608061492443082,2.0740522962905943e-08,0.0,0.036080594183907855,0.03608061492443082,8.741381815248744,8.727420472330511
8.35,0.03189041078090682,6.092369497904156e-09,0.0,0.03189040468853732,0.03189041078090682,8.860921337322404,8.851613775376917
8.68,0.027445948719978297,1.5033744012335057e-09,0.0,0.027445947216603896,0.027445948719978297,8.980460859396066,8.97580707842332
9.1,0.023809519484471027,2.34176913973521e-10,0.0,0.023809519250294113,0.023809519484471027,9.100000381469727,9.100000381469727
