rh,wf,gau,mir,wf_noground_gau,wf_noground_mir,wf_noground_neg,rh_noground_gau,rh_noground_mir,rh_noground_neg
-1.19,0.09090907908668357,0.040291817802868016,0.09090907908668357,0.0,0.0,0.0,0.0,0.0,-0.10999999940395355
-1.08,0.09090907908668357,0.048147734431728706,0.09090907908668357,0.0,0.0,0.0,0.9327919409899296,1.2448253165245724,0.04001186951136349
-0.97,0.09090907908668355,0.056550636713739326,0.09090907908668355,0.0,0.0,0.0,1.1427139666118464,1.3690656503321204,0.12466772805055475
-0.86,0.0872858945806648,0.06528325340124186,0.0872858945806648,0.0,0.0,0.0,1.3075913068637544,1.4592578790902806,0.203680605811087
-0.74,0.0872858945806648,0.07486603828817431,0.0872858945806648,0.0,0.0,0.0,1.4409981759820463,1.5488099605161214,0.29242376707525075
-0.63,0.09090907908668353,0.08336291203324286,0.09090907908668353,0.0,0.0,0.0,1.5598886478277831,1.6398004195093414,0.3986557091250151
-0.52,0.11064594594810573,0.09123543554100001,0.11064594594810573,0.0,0.0,0.0,1.6735448169026648,1.7326752159300962,0.5029583300245395
-0.44,0.11064595406713956,0.09637330985059894,0.11064595406713956,0.0,0.0,0.0,1.7843451225813094,1.828143404955762,0.6052959995577046
-0.33,0.09090909140169456,0.1023758404579607,0.09090909140169456,0.0,0.0,0.0,1.8949511169916553,1.9269398911128732,0.7088656750112906
-0.22,0.09090908524418784,0.10689092790089909,0.09090908524418784,0.0,0.0,0.0,2.005858627900854,2.0270117890762775,0.8144514496594962
-0.11,0.09090909140169129,0.10969500827214847,0.09090909140169129,0.0,0.0,0.0,2.107737474877832,2.1215203137566556,0.9194495508820552
0.0,0.09090909140169123,0.11064595406713956,0.09090909140169123,0.0,0.0,0.09090909140169123,2.2023733205942606,2.2111758651917506,1.0224549763280595
0.11,0.12265511174940658,0.10969500827214847,0.09090909140169129,0.012960103477258109,0.03174602034771529,0.12265511174940658,2.29578143442048,2.30158019615497,1.1253568963268663
0.18,0.12265511486616981,0.10811794174542952,0.09090908748327954,0.014537173120740293,0.03174602738289027,0.12265511486616981,2.3899532733520665,2.3934541586316262,1.2302471740972774
0.29,0.0872859079432653,0.10420311832108195,0.09090908916260029,0.0,0.0,0.0872859079432653,2.484343135585295,2.48600098671624,1.3359406998064003
0.41,0.0872859079432654,0.09814244424973574,0.10526317236796129,0.0,0.0,0.0872859079432654,2.5765397029505968,2.5769914376741796,1.439613854602645
0.52,0.09090909140169456,0.09123543554100001,0.11064594594810573,0.0,0.0,0.09090909140169456,2.6665629042820544,2.6662286341119756,1.5418480370599241
0.63,0.09090907908668344,0.08336291203324286,0.09090907908668353,0.007546167053440578,0.0,0.09090907908668344,2.757656268122906,2.7567357500551743,1.6460428814654002
0.74,0.08728589458066482,0.07486603828817431,0.0872858945806648,0.012419856292490511,2.7755575615628914e-17,0.08728589458066482,2.850072953577201,2.8487167403405413,1.7522748397782162
0.86,0.08728589458066482,0.06528325340124186,0.0872858945806648,0.022002641179422966,2.7755575615628914e-17,0.08728589458066482,2.9427712922166114,2.9411565673865954,1.8623976084180163
0.97,0.09090907908668355,0.056550636713739326,0.09090907908668355,0.03435844237294423,0.0,0.09090907908668355,3.0338626354950997,3.0321042332148607,1.9770539485817868
1.08,0.09090907908668355,0.048147734431728706,0.09090907908668357,0.04276134465495485,0.0,0.09090907908668355,3.1231388193667136,3.12128147825536,2.0877172006828975
1.19,0.08728593229527881,0.040291817802868016,0.09090907908668357,0.046994114492410796,0.0,0.08728593229527881,3.2138482822792747,3.2118913002943583,2.1921004501741566
1.31,0.08728593229527859,0.03252929500798431,0.0,0.05475663728729428,0.08728593229527859,0.08728593229527859,3.3060111903281664,3.3039792609286525,2.2951984370786858
1.42,0.09090907908668355,0.026256655692575983,0.0,0.06465242339410757,0.09090907908668355,0.09090907908668355,3.3983171225834266,3.396312071692259,2.4002929626291247
1.53,0.09090907908668378,0.020830840642496042,0.0,0.07007823844418773,0.09090907908668378,0.09090907908668378,3.4891207974113554,3.487157017001196,2.505782255881547
1.64,0.08728589458066482,0.016243396666763214,0.0,0.0710424979139016,0.08728589458066482,0.08728589458066482,3.578286438352588,3.5763342620416956,2.609259303245851
1.76,0.08728589458066471,0.012141583356417315,0.0,0.0751443112242474,0.08728589458066471,0.08728589458066471,3.6690212971469003,3.667046868266828,2.711689600032462
1.87,0.08065267660513453,0.009132067131550027,0.0,0.0715206094735845,0.08065267660513453,0.08065267660513453,3.7612359768880936,3.75924188703509,2.8160886929225764
2.02,0.08065261335419982,0.006022771024290665,0.0,0.07462984232990916,0.08065261335419982,0.08065261335419982,3.8533981663002197,3.8514677345154116,2.9222734491338045
2.13,0.09090907908689716,0.004348795541836844,0.0,0.08656028354506032,0.09090907908689716,0.09090907908689716,3.944077561502801,3.942209940767877,3.026345415976705
2.24,0.0909091776068387,0.003086345837690661,0.0,0.08782283176914804,0.0909091776068387,0.0909091776068387,4.033229445124754,4.031387185808376,3.1284163217994467
2.35,0.08728591031667987,0.0021528950249141143,0.0,0.08513301529176576,0.08728591031667987,0.08728591031667987,4.127305755769123,4.12538082206136,3.2322527210775656
2.47,0.08728591031668032,0.0014250493757389665,0.0,0.08586086094094135,0.08728591031668032,0.08728591031668032,4.226350849700516,4.224333102156232,3.3381162926606676
2.58,0.09090907908689694,0.0009588085400885943,0.0,0.08995027054680835,0.09090907908689694,0.09090907908689694,4.325778654523913,4.323869179505991,3.4428365410811237
2.69,0.09090907908689694,0.0006340685983708218,0.0,0.09027501048852611,0.09090907908689694,0.09090907908689694,4.421829963151092,4.42002071801738,3.5455752000734524
2.8,0.08728591031667965,0.00041213885420905607,0.0,0.08687377146247059,0.08728591031667965,0.08728591031667965,4.514681095307353,4.512899606139563,3.64874390701827
2.92,0.0872859103166801,0.0002525755477854614,0.0,0.08703333476889463,0.0872859103166801,0.0872859103166801,4.605955735583031,4.604237696761934,3.7539120740256733
3.03,0.09090907908689716,0.0001583516092039913,0.0,0.09075072747769317,0.09090907908689716,0.09090907908689716,4.695784664707424,4.694127564396891,3.859327809657522
3.14,0.09090907908689738,9.757882544002531e-05,0.0,0.09081150026145736,0.09090907908689738,0.09090907908689738,4.785645545166908,4.783982007843487,3.9627342183278023
3.25,0.08728598574569668,5.910062804475418e-05,0.0,0.08722688511765193,0.08728598574569668,0.08728598574569668,4.874214324529813,4.87281395285305,4.066210873224808
3.37,0.08728587884502748,3.353367239636182e-05,0.0,0.08725234517263111,0.08728587884502748,0.08728587884502748,4.9520633862680965,4.950686351387169,4.1758521908886825
