grid_id,numeric_id,row,col,center_lon,center_lat,region,rh50_x10_mean,rh50_x10_median,rh50_x10_stdDev,rh50_x10_min,rh50_x10_max,rh50_x10_count,rh50_x10_p10,rh50_x10_p25,rh50_x10_p75,rh50_x10_p90,rh_non_ground50_x10_mean,rh_non_ground50_x10_median,rh_non_ground50_x10_stdDev,rh_non_ground50_x10_min,rh_non_ground50_x10_max,rh_non_ground50_x10_count,rh_non_ground50_x10_p10,rh_non_ground50_x10_p25,rh_non_ground50_x10_p75,rh_non_ground50_x10_p90
grid_0016_0000,16,16,0,-4.887711103126123,47.705533596837945,Central2,78.87755102040816,81.0,31.53464738726649,6,141,49,36.0,58.0,101.0,123.0,94.14285714285714,91.0,26.927718819393643,49,146,49,54.0,73.0,117.0,135.0
grid_0017_0000,17,17,0,-4.887711103126123,47.9301113905857,Central2,35.267498735031204,38.0,29.813977659629533,-1,102,24,1.0,7.0,54.0,70.0,66.82728959352336,69.0,17.006534691765456,37,108,24,41.0,60.0,78.0,81.0
grid_0018_0000,18,18,0,-4.887711103126123,48.154689184333456,Central2,74.84374752604019,72.0,40.434636496254576,-9,205,347,20.0,52.0,98.0,121.0,92.89485529455672,89.0,32.9852221738916,10,212,347,55.0,72.0,110.0,134.0
grid_0019_0000,19,19,0,-4.887711103126123,48.379266978081205,Central2,64.68215259981814,9.527777777777779,120.08522690826094,-9,605,478,1.5673627795231937,1.5673627795231937,73.66666666666667,182.0,111.79193188393818,53.55172413793103,132.85722088293258,1,612,478,25.625,37.588235294117645,126.0,297.57142857142856
grid_0020_0000,20,20,0,-4.887711103126123,48.60384477182896,Central2,53.8474114441417,21.0,67.11258276532128,-3,240,18,3.0,3.0,73.0,197.0,75.08855585831064,55.0,57.41899823250743,16,240,18,34.0,37.0,80.0,200.0
grid_0021_0000,21,21,0,-4.887711103126123,48.828422565576716,Central2,79.26122448979592,79.0,37.690862944764646,-9,180,245,33.0,50.0,107.0,129.0,95.44489795918368,92.0,30.874367290712733,17,189,245,59.0,74.0,117.0,135.0
grid_0022_0000,22,22,0,-4.887711103126123,49.05300035932447,Central2,40.0,40.0,0.0,40,40,1,40.0,40.0,40.0,40.0,42.0,42.0,0.0,42,42,1,42.0,42.0,42.0,42.0
grid_0027_0000,27,27,0,-4.887711103126123,50.17588932806324,Central2,44.34275980790689,17.387307097948728,56.93200279091889,-15,787,5969,1.4457735555735323,1.4457735555735323,73.46922749420501,129.16981132075472,79.50500870607056,69.54700854700855,50.85647169774641,0,805,5969,29.682926829268293,45.498996050032915,101.64404633791226,145.0888888888889
grid_0028_0000,28,28,0,-4.887711103126123,50.400467121811,Central2,33.438902902040745,9.360185928491633,49.235525348568416,-17,494,16110,1.4150195461349093,1.4150195461349093,49.56666666666667,101.53333333333333,71.93101842900361,61.465993015400464,45.16176390998064,0,603,16110,33.69244251261918,45.562204561502924,89.45508502423397,121.47904191616766
grid_0029_0000,29,29,0,-4.887711103126123,50.625044915558746,Central2,27.347825035644902,6.435634754038514,43.73538640029811,-14,446,4720,0.5178389618225208,2.6157194378808604,34.43589743589744,86.25,65.70071539943136,58.35294117647059,39.26126905123275,0,450,4720,28.50943396226415,40.49726609963548,82.54430379746836,112.5154986522911
grid_0030_0000,30,30,0,-4.887711103126123,50.8496227093065,Central2,57.72461456671983,71.0,51.480578862324386,15,161,10,15.0,15.0,93.0,93.0,81.92557150451886,92.0,40.46541733381728,42,166,10,42.0,59.0,105.0,105.0
grid_0031_0000,31,31,0,-4.887711103126123,51.07420050305426,Central2,77.12295912286974,72.42857142857143,54.258692223626085,3,481,132,30.5,46.0,90.6,118.0,93.43069955905136,80.5,55.53082185875282,40,532,132,59.0,70.0,100.5,126.66666666666667
grid_0032_0000,32,32,0,-4.887711103126123,51.29877829680201,Central2,68.0,71.0,17.04615582972972,43,86,7,43.0,43.0,83.0,86.0,76.28571428571429,74.0,16.04203661557691,55,97,7,55.0,55.0,91.0,97.0
grid_0033_0000,33,33,0,-4.887711103126123,51.52335609054977,Central2,62.23828435266084,26.7,76.79606135389477,-24,468,1259,0.5585585585585585,4.311688311688312,102.5,168.83333333333334,106.19539316918188,90.4,67.78630589655388,1,471,1259,40.44444444444444,60.40909090909091,134.55,190.25
grid_0034_0000,34,34,0,-4.887711103126123,51.747933884297524,Central2,38.185507828520045,13.368165974875824,52.973160167796784,-50,662,99136,1.3556162560525575,1.3556162560525575,61.53060790161432,113.41153342070773,86.84319763592367,73.4852512737346,56.55647508959936,0,962,99136,37.5194485393581,53.50861541598694,105.44719737209954,149.41094647030792
grid_0035_0000,35,35,0,-4.887711103126123,51.97251167804528,Central2,41.87421980790151,16.61111111111111,50.70023462063599,-15,330,2244,0.4919446538309208,2.5774647887323945,70.17391304347827,118.72727272727273,76.87675986637541,68.5,44.16179546203998,3,334,2244,28.5,46.44642857142857,102.54054054054055,136.47368421052633
grid_0017_0001,53,17,1,-4.663133309378369,47.9301113905857,Central2,28.482984343116506,12.0,36.40979319918749,-4,213,832,1.0,3.0,43.0,84.0,67.9141112191773,62.00000000000001,31.677770424277877,1,225,832,32.0,48.0,85.0,109.0
grid_0018_0001,54,18,1,-4.663133309378369,48.154689184333456,Central2,41.711440231017974,12.388059701492537,65.05382949720548,-15,414,2290,0.5471765123712561,2.5353115365893233,56.56093361392768,130.55555555555554,80.57185073749375,64.48387096774194,60.08473669100052,1,437,2290,32.63636363636363,46.53637069634999,90.60714285714286,148.1
grid_0019_0001,55,19,1,-4.663133309378369,48.379266978081205,Central2,34.81481311524414,9.455664678072939,55.911168887183294,-17,754,20991,1.470138580511401,1.470138580511401,49.498672093263885,105.6103896103896,76.94203076621093,61.46314934237549,58.0407497699348,0,757,20991,33.53303471444569,45.62321848123835,89.38837691125252,129.68047337278105
grid_0020_0001,56,20,1,-4.663133309378369,48.60384477182896,Central2,19.80422430335969,6.416396119550752,31.668280620636324,-13,260,7663,0.5379355816905376,2.5565623184195236,22.514851485148515,60.3448275862069,62.04464713369526,57.43234406438631,32.38422862367026,0,643,7663,33.59486111872021,41.62959422567501,73.45054945054945,101.44444444444444
grid_0021_0001,57,21,1,-4.663133309378369,48.828422565576716,Central2,64.4390243902439,59.0,31.187121154050978,7,149,41,21.0,46.0,75.0,118.0,82.63414634146342,79.0,23.70217248204958,54,163,41,59.0,67.0,94.0,124.0
grid_0027_0001,63,27,1,-4.663133309378369,50.17588932806324,Central2,61.354166666666664,60.0,36.49913787984892,-6,142,48,5.0,41.5,82.0,110.0,78.125,77.0,27.572348013906975,29,149,48,47.0,55.5,89.0,116.0
grid_0028_0001,64,28,1,-4.663133309378369,50.400467121811,Central2,48.832777309614784,19.166381071853497,66.30399429753984,-37,1043,19391,2.9130309448990968,2.9130309448990968,75.31835749177232,139.32391033623912,90.03015854017396,75.44324021537659,62.18699342836054,0,1085,19391,35.65505503653686,51.62712855501522,115.45862433987593,163.45396825396824
