grid_id,numeric_id,row,col,center_lon,center_lat,region,rh100_x10_mean,rh100_x10_median,rh100_x10_stdDev,rh100_x10_min,rh100_x10_max,rh100_x10_count,rh100_x10_p10,rh100_x10_p25,rh100_x10_p75,rh100_x10_p90
grid_0000_0000,0,0,0,25.112288896873878,48.11228889687388,East6c,230.5020571455077,219.5590324724431,117.00855474065129,54,1224,50830,83.45009428720377,123.41952477361777,315.57428536100093,387.456429684397
grid_0001_0000,1,1,0,25.112288896873878,48.33686669062163,East6c,207.6792026378383,193.53088265378383,105.15200274359596,54,880,56431,85.46066955135505,117.50375801843947,273.57883192757873,345.46142941115454
grid_0002_0000,2,2,0,25.112288896873878,48.56144448436939,East6c,174.81005326190865,153.59732219982726,100.52031347284559,55,1003,26901,77.51034662025474,97.46254149697114,237.49324441364973,277.4344827586207
grid_0003_0000,3,3,0,25.112288896873878,48.78602227811714,East6c,167.6156423442539,153.42882477320782,83.47657881099515,57,973,12462,77.44243252476939,97.64285714285714,225.5576496674058,265.49044585987264
grid_0004_0000,4,4,0,25.112288896873878,49.01060007186489,East6c,177.74048741718101,169.55872376510496,79.46629958567767,57,785,20501,81.43118703253663,109.58456973293768,237.48543689320388,277.44591163026917
grid_0005_0000,5,5,0,25.112288896873878,49.23517786561265,East6c,189.5596606697813,181.42857142857142,93.27906019675503,58,914,15591,81.46994429509742,109.43441323945859,253.62065666230234,301.4057142857143
grid_0006_0000,6,6,0,25.112288896873878,49.459755659360404,East6c,173.03828416741658,157.62237762237763,86.79100434235247,56,733,10653,77.51641773352299,97.37755102040818,237.66473504154158,273.5882352941176
grid_0007_0000,7,7,0,25.112288896873878,49.68433345310816,East6c,163.71461805177282,145.33517060367453,89.22930803715536,56,822,13985,77.47396867838044,93.46808510638297,217.27748691099475,265.55387808252624
grid_0008_0000,8,8,0,25.112288896873878,49.90891124685591,East6c,210.74184657922152,209.57424137747782,91.18687730846398,54,1051,55617,89.47840521886012,137.50573248407645,277.5432399512789,325.4878048780488
grid_0009_0000,9,9,0,25.112288896873878,50.13348904060366,East6c,219.3710061530553,233.5896644485346,84.46683340748213,58,737,31462,93.35186815188031,145.54211216662029,289.5019093115656,313.4852491033032
grid_0010_0000,10,10,0,25.112288896873878,50.35806683435142,East6c,198.2146977345066,209.44,84.24196771355136,54,686,14853,81.51706536315265,117.17252228631358,265.52558735905274,297.4347826086956
