grid_id,numeric_id,row,col,center_lon,center_lat,region,rh100_x10_mean,rh100_x10_median,rh100_x10_stdDev,rh100_x10_min,rh100_x10_max,rh100_x10_count,rh100_x10_p10,rh100_x10_p25,rh100_x10_p75,rh100_x10_p90
grid_0013_0000,13,13,0,-9.887711103126122,51.031800215594686,East2d,129.07692307692307,128.0,33.20208876298072,88,195,13,88.0,100.0,134.0,195.0
grid_0014_0000,14,14,0,-9.887711103126122,51.256378009342434,East2d,105.72222222222223,100.0,32.85626196963502,58,168,18,58.0,85.0,135.0,159.0
grid_0015_0000,15,15,0,-9.887711103126122,51.48095580309019,East2d,118.33480095026917,93.42645074224022,72.19717105052898,57,793,3331,69.44933920704845,77.47725162488393,129.56923076923076,189.21428571428572
grid_0016_0000,16,16,0,-9.887711103126122,51.705533596837945,East2d,115.70111783762766,99.39052114589494,59.33228531686551,55,1097,64364,67.96012265603194,75.41723501412994,131.34212678131817,179.41504211553396
grid_0017_0000,17,17,0,-9.887711103126122,51.9301113905857,East2d,119.38099456957308,105.58695308797978,54.43377194181998,58,1013,6664,69.537160080225,81.5214074420053,141.5037037037037,189.48214285714286
grid_0013_0001,31,13,1,-9.66313330937837,51.031800215594686,East2d,785.36,889.0,290.3371667561699,91,1476,25,345.0,651.0,933.0,990.0
grid_0014_0001,32,14,1,-9.66313330937837,51.256378009342434,East2d,174.96428571428572,169.0,67.27129622594148,54,349,112,94.0,123.3,216.0,273.0
grid_0015_0001,33,15,1,-9.66313330937837,51.48095580309019,East2d,103.8752515054055,91.38136672230497,52.871150672767875,55,1391,17361,67.7474624173479,75.29468445968614,115.37049556158037,155.3631284916201
grid_0016_0001,34,16,1,-9.66313330937837,51.705533596837945,East2d,122.16037235297628,99.3708353912849,67.16901691466481,53,1414,103981,67.93343646437395,83.36971043316494,147.527073577541,195.44408761046407
grid_0017_0001,35,17,1,-9.66313330937837,51.9301113905857,East2d,129.30439795626592,113.40571428571428,67.87089860380985,57,899,6820,73.54031754836025,85.43717571931352,157.52540719789332,201.2
grid_0013_0002,49,13,2,-9.438555515630615,51.031800215594686,East2d,647.2777777777778,630.5,147.71887924009783,436,916,18,436.0,528.0,763.0,884.0
grid_0014_0002,50,14,2,-9.438555515630615,51.256378009342434,East2d,163.28214285714284,154.2,56.136781636918045,62,346,280,95.0,124.8,201.0,230.0
grid_0015_0002,51,15,2,-9.438555515630615,51.48095580309019,East2d,109.7425916247806,93.54920365365135,50.29586343647843,56,1059,21669,69.50662392118652,77.48087820446315,129.41416595494158,169.42940088821302
grid_0016_0002,52,16,2,-9.438555515630615,51.705533596837945,East2d,121.48989508902588,107.42555784549226,64.196327628504,54,1193,121888,67.97223586961165,83.38070012901656,147.48505186708593,187.31650347029455
grid_0017_0002,53,17,2,-9.438555515630615,51.9301113905857,East2d,126.45679802664966,109.46615301641113,65.83542983830893,58,1060,8331,73.50387460815047,85.3933112305662,153.647363872083,197.55
grid_0014_0003,68,14,3,-9.21397772188286,51.256378009342434,East2d,174.60103626943004,166.8,69.59513858732033,56,478,193,94.0,122.75,212.5,265.0
grid_0015_0003,69,15,3,-9.21397772188286,51.48095580309019,East2d,119.71891202459459,105.54251823618321,50.5789458454672,57,983,20633,69.48824600486233,81.41586956282086,145.4438227658905,189.44651162790697
grid_0016_0003,70,16,3,-9.21397772188286,51.705533596837945,East2d,129.42673723451415,107.47206709948203,79.15787923692062,54,1326,130966,68.01431531461758,83.40201401937438,155.5541336196592,195.43068387721064
grid_0017_0003,71,17,3,-9.21397772188286,51.9301113905857,East2d,127.44405967748249,107.35120352037791,79.68059180553344,57,1188,10340,67.76747691576017,83.49006463551417,147.48898407099466,195.27528089887642
grid_0014_0004,86,14,4,-8.989399928135107,51.256378009342434,East2d,192.4375,184.625,71.50219158488996,61,426,208,113.0,140.33333333333334,228.5,274.6666666666667
grid_0015_0004,87,15,4,-8.989399928135107,51.48095580309019,East2d,123.0462626679525,105.41956642579211,59.19308254356913,58,678,4905,69.70671378091873,81.34512539445274,145.5096153846154,201.74603985692383
grid_0016_0004,88,16,4,-8.989399928135107,51.705533596837945,East2d,130.4751724657437,107.41551028698136,80.7142090950525,53,1107,77233,75.44965609661054,83.36259632200874,155.54084810439096,203.4153042896331
grid_0017_0004,89,17,4,-8.989399928135107,51.9301113905857,East2d,142.5123553644712,121.54769143899578,95.20281481122129,58,1033,8017,73.38940493322733,85.38432364096082,169.49150431456275,213.43055555555554
grid_0014_0005,104,14,5,-8.764822134387352,51.256378009342434,East2d,198.23863636363637,190.0,90.7569173820153,62,518,88,99.0,134.0,243.0,332.0
grid_0015_0005,105,15,5,-8.764822134387352,51.48095580309019,East2d,109.59464591975409,92.6960049937578,46.33327941690809,60,336,667,68.52380952380952,76.375,130.72727272727272,175.0
grid_0016_0005,106,16,5,-8.764822134387352,51.705533596837945,East2d,142.2174053955345,123.57988561430814,93.56643917341366,56,1336,61568,75.61598855288447,91.35411826261927,163.4538838869045,219.29039886169724
grid_0017_0005,107,17,5,-8.764822134387352,51.9301113905857,East2d,146.60521277189014,123.66348323056098,100.62491763834197,58,1200,5707,75.47212536205393,91.52631691694694,171.54347826086956,219.36921083430863
grid_0014_0006,122,14,6,-8.540244340639596,51.256378009342434,East2d,167.89886264216972,162.0,61.85017732992215,54,385,226,91.0,131.0,194.4,249.0
grid_0015_0006,123,15,6,-8.540244340639596,51.48095580309019,East2d,139.96542099550317,134.0,55.24148675280944,63,379,77,74.0,104.0,174.0,198.0
grid_0016_0006,124,16,6,-8.540244340639596,51.705533596837945,East2d,127.85453733843222,107.46408732092388,62.82003489154961,53,1365,48630,75.47914089855931,83.46096484105139,155.44886666402945,203.28553010768997
grid_0017_0006,125,17,6,-8.540244340639596,51.9301113905857,East2d,130.17951501402072,116.36037309214244,54.44932868691834,56,431,7026,74.34131736526946,84.45022063712749,164.4375,204.53658536585365
grid_0013_0007,139,13,7,-8.315666546891844,51.031800215594686,East2d,176.0,176.0,0.0,176,176,2,176.0,176.0,176.0,176.0
grid_0014_0007,140,14,7,-8.315666546891844,51.256378009342434,East2d,159.36299052104567,160.33333333333334,53.68384160643695,56,351,199,84.5,129.0,189.0,214.33333333333334
grid_0015_0007,141,15,7,-8.315666546891844,51.48095580309019,East2d,162.90825688073394,159.0,54.99383473108078,63,319,109,98.5,121.0,205.0,234.0
grid_0016_0007,142,16,7,-8.315666546891844,51.705533596837945,East2d,141.81814920226424,117.54045307443366,88.99908757242494,56,968,24764,73.45014262407956,85.4084372003835,173.572358702194,229.70212765957447
grid_0017_0007,143,17,7,-8.315666546891844,51.9301113905857,East2d,140.11218500841701,125.60214942647514,65.69805244295505,58,752,8227,73.38823899041735,89.69083384250025,173.62512529234883,221.63368384761247
grid_0014_0008,158,14,8,-8.091088753144088,51.256378009342434,East2d,160.8119322450652,154.0,53.794212659820396,59,295,115,100.0,117.0,202.0,232.0
grid_0015_0008,159,15,8,-8.091088753144088,51.48095580309019,East2d,167.21818181818182,164.5,68.80729108012555,54,360,110,96.0,109.0,190.6,268.5
grid_0016_0008,160,16,8,-8.091088753144088,51.705533596837945,East2d,154.42039355992844,125.04,114.26518921366531,59,889,1118,69.3157894736842,85.53125,177.41666666666666,261.8
grid_0017_0008,161,17,8,-8.091088753144088,51.9301113905857,East2d,146.04820943085082,133.58454106280195,77.09635138816795,58,849,7056,77.34948096885813,93.55012777668566,173.64492753623188,221.2855172413793
grid_0014_0009,176,14,9,-7.866510959396336,51.256378009342434,East2d,140.48717948717947,142.0,44.74478728836026,56,250,78,83.0,106.0,175.0,198.0
grid_0015_0009,177,15,9,-7.866510959396336,51.48095580309019,East2d,167.1153846153846,154.0,58.340727905506796,75,297,26,98.0,121.0,190.0,255.0
grid_0016_0009,178,16,9,-7.866510959396336,51.705533596837945,East2d,131.0,81.0,70.71067811865476,81,231,3,81.0,81.0,231.0,231.0
grid_0017_0009,179,17,9,-7.866510959396336,51.9301113905857,East2d,159.93826342073885,131.37280381886893,103.08280744971744,58,1422,6652,75.52670065037792,91.42355889724311,187.28108108108108,275.3703703703704
grid_0013_0010,193,13,10,-7.641933165648581,51.031800215594686,East2d,56.0,56.0,0.0,56,56,2,56.0,56.0,56.0,56.0
grid_0014_0010,194,14,10,-7.641933165648581,51.256378009342434,East2d,141.92607049917197,139.0,40.34319919943783,73,259,102,88.0,112.0,165.0,203.0
grid_0015_0010,195,15,10,-7.641933165648581,51.48095580309019,East2d,166.59574468085106,172.0,53.31227138065492,61,290,47,88.0,119.0,201.0,234.0
grid_0016_0010,196,16,10,-7.641933165648581,51.705533596837945,East2d,105.0,105.0,6.0,99,111,2,99.0,99.0,111.0,111.0
grid_0017_0010,197,17,10,-7.641933165648581,51.9301113905857,East2d,159.16892596454642,129.37333606389512,115.03927686304326,58,1037,3768,73.53088875077688,89.48453608247422,177.703125,249.72727272727272
grid_0013_0011,211,13,11,-7.417355371900826,51.031800215594686,East2d,56.0,56.0,0.0,56,56,2,56.0,56.0,56.0,56.0
grid_0014_0011,212,14,11,-7.417355371900826,51.256378009342434,East2d,146.7569048974943,146.0,48.56117645628424,59,288,331,91.0,108.0,174.0,209.0
grid_0015_0011,213,15,11,-7.417355371900826,51.48095580309019,East2d,699.0581395348837,803.0,290.82654283119234,59,1021,86,144.0,637.0,898.0,954.0
grid_0016_0011,214,16,11,-7.417355371900826,51.705533596837945,East2d,147.95833333333334,133.0,61.38368347714418,73,343,24,79.0,98.0,168.0,245.0
grid_0017_0011,215,17,11,-7.417355371900826,51.9301113905857,East2d,168.2,202.0,79.09589117014865,78,281,5,78.0,78.0,202.0,281.0
grid_0013_0012,229,13,12,-7.1927775781530725,51.031800215594686,East2d,145.5282873594001,139.0,42.93470002175466,75,250,118,92.0,118.0,166.0,216.0
grid_0014_0012,230,14,12,-7.1927775781530725,51.256378009342434,East2d,154.20663265306123,150.77777777777777,51.49975883525616,58,360,392,92.5,117.25,188.25,216.66666666666666
grid_0015_0012,231,15,12,-7.1927775781530725,51.48095580309019,East2d,714.6455026455027,744.6666666666666,206.70241944554388,79,1032,189,510.5,634.6666666666666,867.0,933.0
grid_0016_0012,232,16,12,-7.1927775781530725,51.705533596837945,East2d,141.90243902439025,142.0,48.446502996477925,63,251,41,86.0,104.0,168.0,197.0
grid_0017_0012,233,17,12,-7.1927775781530725,51.9301113905857,East2d,98.77777777777777,102.0,21.846829303523307,61,122,9,61.0,101.0,117.0,122.0
grid_0006_0013,240,6,13,-6.968199784405319,49.459755659360404,East2d,143.82758620689654,142.0,42.98922797352623,64,264,87,88.0,112.0,169.0,214.0
grid_0007_0013,241,7,13,-6.968199784405319,49.68433345310816,East2d,127.66666666666667,122.0,39.795110172617875,67,212,21,83.0,96.0,139.0,205.0
