file = GEDI02_A_2019175115613_O03007_03_T02893_02_003_01_V002
beam = BEAM0110
shot = 30070600300568313


rh,wf,wf_ground_gau,wf_ground_mir,wf_nogroud_gau,wf_noground_mir,rh_noground_gau,rh_noground_mir
0.82,0.11064602613449104,0.12573889559471044,0.12265502452850319,-0.015092869460219399,-0.01200899839401215,3.5607357476104884,3.802604023610164
0.93,0.11064586162567114,0.11981869977069337,0.12092723210651404,-0.009172838145022233,-0.010281370480842905,3.619839359039096,3.8549106250616854
1.01,0.13452372074127172,0.11524922240958507,0.12092718124389656,0.01927449833168665,0.01359653949737516,3.678584119141045,3.909474272007096
1.08,0.12265504837036145,0.11110145982121929,0.1345238113403321,0.011553588549142166,-0.011868762969970637,3.733552296167855,3.9686379069272606
1.19,0.11064591407775914,0.10436408009714375,0.11392118880300948,0.006281833980615395,-0.0032752747252503406,3.786952201642086,4.028378625748385
1.27,0.1106460976600645,0.09934320643739555,0.1226550483703614,0.011302891222668948,-0.012008950710296895,3.844726460990607,4.08877033576676
1.38,0.11064598560333261,0.09234670183789519,0.12092732508973389,0.01829928376543742,-0.01028133948640128,3.904092088383401,4.144249068049962
1.46,0.13452385425567615,0.08723701280817618,0.120927402973175,0.047286841447499964,0.013596451282501143,3.9692211944262445,4.194466527450092
1.53,0.12265501976013149,0.08278046033540455,0.12265525341033923,0.03987455942472694,-2.3365020773713496e-07,4.03483229227499,4.242566837458156
1.64,0.11064599275589027,0.07585555479408297,0.11064587593078612,0.034790437961807294,1.1682510414612324e-07,4.1008752679204195,4.285543892544101
1.72,0.1345238542556766,0.0709153899425388,0.11064590215682985,0.06360846431313778,0.023877952098846744,4.1586359236591735,4.333325833748106
1.79,0.12092731475830099,0.06668175495998092,0.09808612017175715,0.05424555979832006,0.022841194586543836,4.213020583133238,4.3835432245704595
1.91,0.1209274625778205,0.059661947138445304,0.10526319682150537,0.061265515439375196,0.015664265756315132,4.261839111260795,4.438574614756381
1.98,0.12265495777130142,0.055727516102671334,0.11064599275588988,0.06692744166863009,0.012008965015411543,4.30949659831208,4.498966192189841
2.09,0.11064579725265489,0.04981470441528464,0.11828818658867707,0.060831092837370246,-0.007642389336022182,4.363563412313843,4.558760876670167
2.17,0.13452354431152358,0.04573793936379902,0.13419924152148138,0.08878560494772456,0.00032430279004219686,4.419168631376786,4.617924582740138
2.24,0.12265488386154222,0.042333912716032845,0.0,0.08032097114550937,0.12265488386154222,4.484136170146512,4.676349220867601
2.35,0.11064579725265489,0.03730376080420699,0.0,0.07334203644844789,0.11064579725265489,4.548661838709738,4.734333960678676
2.43,0.11064579725265489,0.0338957560243129,0.0,0.07675004122834199,0.11064579725265489,4.6121266569773285,4.788174715236637
2.54,0.11064603567123443,0.02955707927750717,0.0,0.08108895639372726,0.11064603567123443,4.674808835208447,4.840481400100327
2.62,0.1106459736824037,0.026653034730035975,0.0,0.08399293895236773,0.1106459736824037,4.736878096786833,4.889863732123554
2.73,0.12265492439269998,0.0229993007775563,0.0,0.09965562361514368,0.12265492439269998,4.7940649831884175,4.9375051910218035
2.8,0.1209274005889891,0.020873539131673616,0.0,0.10005386145731548,0.1209274005889891,4.84994299293843,4.989567486544471
2.92,0.12092740058898777,0.017575673123755724,0.0,0.10335172746523204,0.12092740058898777,4.901680650398402,5.041874083911519
2.99,0.12265482664108163,0.015845256188334492,0.0,0.10680957045274714,0.12265482664108163,4.9537286540989305,5.0999723788280935
3.1,0.11064579725265489,0.013397091829772981,0.0,0.0972487054228819,0.11064579725265489,5.009511051699484,5.159135939258853
3.18,0.11064579725265533,0.011812631546011462,0.0,0.09883316570664387,0.11064579725265533,5.067291126828748,5.209894419479633
3.29,0.09090888338341818,0.009883480517916578,0.0,0.08102540286550161,0.09090888338341818,5.1303600841712536,5.2605283497753526
3.4,0.11064597368240392,0.008219396307168891,0.0,0.10242657737523503,0.11064597368240392,5.188583947132183,5.306637410382617
3.48,0.11064603567123399,0.007160666585437742,0.0,0.10348536908579625,0.11064603567123399,5.242511940742723,5.349919071253653
3.59,0.09090887368889478,0.005892987915643046,0.0,0.08501588577325173,0.09090887368889478,5.294045323136752,5.40012331328988
3.7,0.11064597368240303,0.00482041474433598,0.0,0.10582555893806705,0.11064597368240303,5.340118162116755,5.450340508217495
3.78,0.11064597368240392,0.004149304870945132,0.0,0.10649666881145879,0.11064597368240392,5.3919867110359725,5.508775028491514
3.89,0.09090929701636963,0.003358737641895254,0.0,0.08755055937447437,0.09090929701636963,5.4454377407007595,5.569166651082135
4.0,0.08728582620620706,0.0027023648910540245,0.0,0.08458346131515304,0.08728582620620706,5.50676262678081,5.628550708298477
4.12,0.08728567063808423,0.002117015584877279,0.0,0.08516865505320695,0.08728567063808423,5.571035961746346,5.687714515438024
4.23,0.12265468358993381,0.001681845885935669,0.0,0.12097283770399814,0.12265468358993381,5.634171640720017,5.740286096024732
4.3,0.12265461444854653,0.0014481660468001654,0.0,0.12120644840174637,0.12265461444854653,5.696296073785089,5.792592780888422
4.41,0.08728602647781347,0.0011391270993420296,0.0,0.08614689937847145,0.08728602647781347,5.751939612680743,5.840894918861017
4.53,0.08728585362434416,0.0008706535393847591,0.0,0.0864152000849594,0.08728585362434416,5.806906004120712,5.889372294416734
4.64,0.09090905530218141,0.0006762290774058046,0.0,0.0902328262247756,0.09090905530218141,5.857580655325158,5.941678982873057
4.75,0.09090897560119604,0.0005220457343405753,0.0,0.09038692986685547,0.09090897560119604,5.911020799263977,5.994418353549417
4.86,0.11064597368240392,0.00040058079418260324,0.0,0.11024539288822131,0.11064597368240392,5.966655260307371,6.052403100382715
4.94,0.11064597368240392,0.00032914469057225885,0.0,0.11031682899183166,0.11064597368240392,6.025793302799526,6.1103878505116
5.05,0.09090931275524783,0.0002499311626049728,0.0,0.09065938159264286,0.09090931275524783,6.087464312806899,6.168372615740632
5.16,0.08728603482246378,0.00018863464062413696,0.0,0.08709740018183965,0.08728603482246378,6.149132882120918,6.226689937160655
5.28,0.12092753171920823,0.00013781916996008354,0.0,0.12078971254924814,0.12092753171920823,6.210817081229592,6.285853573118824
5.35,0.12265533924102812,0.00011437941860740435,0.0,0.1225409598224207,0.12265533924102812,6.273736611729684,6.347313759246622
5.46,0.087286120653153,8.491166453268286e-05,0.0,0.08720120898862031,0.087286120653153,6.338184756214735,6.411908584195648
5.58,0.08728562891483316,6.0928728410244614e-05,0.0,0.08722470018642291,0.08728562891483316,6.406878773038187,6.478049993206625
5.69,0.09090897560119604,4.4661737050302516e-05,0.0,0.09086431386414574,0.09090897560119604,6.47707912834506,6.5453815894789535
5.8,0.11064597368240303,3.2539912643179353e-05,0.0,0.11061343376975985,0.11064597368240303,6.548682014784062,6.610729602639088
5.88,0.11064590215682957,2.5748312035323593e-05,0.0,0.11062015384479425,0.11064590215682957,6.61763952494633,6.672180970748046
5.99,0.09090903328316946,1.8564452358980427e-05,0.0,0.09089046883081048,0.09090903328316946,6.682987891018883,6.733632259400689
6.1,0.09090897560119648,1.3303979053407202e-05,0.0,0.09089567162214307,0.09090897560119648,6.748335730681682,6.795083482331771
6.21,0.09090897560119648,9.476496882264458e-06,0.0,0.09089949910431422,0.09090897560119648,6.81428950127565,6.8641923238389735
6.32,0.08728614449501082,6.709364280541197e-06,0.0,0.08727943513073028,0.08728614449501082,6.890390214569382,6.935755772579979
6.44,0.07592617511749244,4.571708161126207e-06,0.0,0.07592160340933132,0.07592617511749244,6.967171753049661,7.01228276056006
6.59,0.08065218925476003,2.801680003357885e-06,0.0,0.08064938757475668,0.08065218925476003,7.05125462049952,7.091352847456745
6.7,0.09090902312054805,1.942479576021235e-06,0.0,0.09090708064097203,0.09090902312054805,7.135337363138375,7.170422874106727
6.81,0.08065259456634477,1.3386295979090104e-06,0.0,0.08065125593674687,0.08065259456634477,7.219419816398697,7.249492882163768
6.96,0.06666662216186481,7.97852542855692e-07,0.0,0.06666582430932196,0.06666662216186481,7.303502141210689,7.3285628483800895
7.11,0.06666662216186481,4.702066857902811e-07,0.0,0.06666615195517901,0.06666662216186481,7.3875843462010335,7.407632808184248
7.26,0.06666675510665332,2.740050124860484e-07,0.0,0.06666648110164083,0.06666675510665332,7.476211984990918,7.49235661911239
7.41,0.06666670352929938,1.578821389883385e-07,0.0,0.06666654564716039,0.06666670352929938,7.5679824527784785,7.581216780070165
7.56,0.05751331806182858,8.995187213773564e-08,0.0,0.05751322810995644,0.05751331806182858,7.678991207315753,7.685608370961596
7.79,0.04347825726399158,3.7142616055537264e-08,0.0,0.043478220121375526,0.04347825726399158,7.789999961853027,7.789999961853027
