ADM0_NAME,ADM1_NAME,ADM2_NAME,ADM0_CODE,ADM1_CODE,ADM2_CODE,rh50_x10_mean,rh50_x10_median,rh50_x10_stdDev,rh50_x10_min,rh50_x10_max,rh50_x10_count,rh50_x10_p10,rh50_x10_p25,rh50_x10_p75,rh50_x10_p90,rh_non_ground50_x10_mean,rh_non_ground50_x10_median,rh_non_ground50_x10_stdDev,rh_non_ground50_x10_min,rh_non_ground50_x10_max,rh_non_ground50_x10_count,rh_non_ground50_x10_p10,rh_non_ground50_x10_p25,rh_non_ground50_x10_p75,rh_non_ground50_x10_p90
Italy,Toscana,Firenze,122,1631,18400,72.2524241496937,65.52287172451986,64.37506776209311,-27,610,79467,1.4949506595812847,9.371208639705882,121.50980050380099,161.56412610647524,101.42149662879292,97.56252078032229,52.8360408295719,0,625,79467,37.499645138396026,61.46976569687983,133.44702491240702,169.56020322996264
Italy,Toscana,Prato,122,1631,18407,79.26454178985374,76.40981281905842,64.8100616584188,-19,340,10319,2.572451475461575,14.659420289855072,128.46913580246914,166.58482578964507,107.8972682768445,104.53503184713375,52.04650324446011,0,349,10319,46.495212701490736,68.53614457831326,140.46896551724137,176.54098360655738
Italy,Calabria,Catanzaro,122,1618,18323,66.35992537092844,45.45871559633027,69.02084255227452,-25,824,55792,1.5841077849631304,5.377784475168725,113.57869646182495,165.34628441096908,98.47979018843067,85.48650183853795,61.02954249863704,0,833,55792,33.69267114038931,49.49598285907731,133.50963678297344,185.46617331364754
Italy,Calabria,Crotone,122,1618,18325,43.21691962867878,13.348497874021238,57.72125256704636,-28,509,22017,-2.1275102554859435,1.468255861614771,73.40333333333334,133.4844469344506,77.43008856122387,65.51670644391407,51.483420899590236,0,536,22017,25.62691131498471,41.61950386769806,101.47219026803175,149.6315789473684
Italy,Calabria,Vibo Valentia,122,1618,18327,68.64609767536251,41.55631399317406,74.5839599999048,-28,654,20128,1.5213087618241057,5.353129909261819,113.3614886627158,177.58695652173913,99.96149740475283,81.45205030927247,66.66294891314503,0,667,20128,37.55597014925373,53.46504792028348,133.46549879646963,193.52411886988565
Italy,Emilia-romagna,Forli',122,1620,18336,64.23509545855936,53.3954802259887,61.56796774232463,-27,516,58138,1.4739092778735396,5.315434465246504,109.52788460809079,149.477392608475,93.59164651008021,85.49302154473467,50.59257583553259,0,522,58138,33.565467303933744,57.5343036629552,125.49607696190141,161.40359477124184
Italy,Emilia-romagna,Rimini,122,1620,18342,23.73064615279641,6.478766895131578,37.24114232866008,-26,261,6224,0.5682925245177632,2.5805864698289933,26.692307692307693,80.57692307692308,69.40287174808678,64.39597315436242,35.59972039660099,0,296,6224,30.55561926605505,46.50310559006211,86.50467289719626,114.53658536585365
Italy,Abruzzi,Chieti,122,1616,18317,37.52513272175,9.432171333414207,53.53724627490694,-34,713,48686,-2.0683012459910723,1.4407946556085816,65.52378266957064,117.53172866520788,72.58939628479853,65.48974364379981,48.529183853474436,0,713,48686,17.45053715080087,41.44004948694289,97.5431703608866,133.47972972972974
Italy,Abruzzi,L'Aquila,122,1616,18318,55.265605986402164,25.53174912499373,63.242562450115784,-38,573,122607,-2.229293908082886,1.3870788341728049,101.49905290160369,149.4620854299797,87.80149091267315,77.47828454840958,54.61624900202923,0,726,122607,21.52721266538134,49.53871394677938,117.4924091857769,161.39141717979567
Italy,Abruzzi,Pescara,122,1616,18319,37.354595248308634,9.42089829829694,52.36454395966249,-32,639,27712,-2.0478876098239915,1.4267758618107862,65.49864731923266,117.47520661157024,71.69569794691778,65.4578313253012,46.00589517826616,0,599,27712,21.646153716016173,41.49307493987622,93.52482517275477,129.49181154238423
Italy,Abruzzi,Teramo,122,1616,18320,52.81060076498841,21.573375521168074,63.52980393219743,-31,684,34529,-2.1108216066857355,1.392311988325917,97.4033264033264,145.41815926073812,86.75238669334156,77.53861131610037,54.079569423138004,0,721,34529,25.564102564102566,49.51968038863044,117.48029197080292,157.6034293905259
Italy,Basilicata,Matera,122,1617,18321,25.173177609532342,6.44966505905435,40.60758854218172,-35,431,44811,-1.3143602932490384,0.5526676411167817,32.618401843562616,86.38536585365854,62.3894452609033,57.52287754151793,38.0511447543057,0,785,44811,17.58186667744347,37.56051065754179,81.4769276525233,109.47788764128632
Italy,Basilicata,Potenza,122,1617,18322,50.3731291302732,25.524196433798895,56.30218937724493,-33,560,123279,-2.0791539706202316,5.359981251606465,89.49472014753344,129.46705609534155,81.56219945564914,73.50383671923872,47.50464997438609,0,775,123279,25.48342389687201,49.513046296123186,109.49711945859904,141.41542213331928
Italy,Calabria,Cosenza,122,1618,18324,63.69341437018112,45.4784506273868,64.7066062613795,-32,784,130996,1.4872996701350063,5.370640715400488,109.4752346744214,157.54161224043096,95.47860298847289,85.46600215659976,56.06967887094964,0,781,130996,33.59485271955448,53.528815694760596,125.46278516551747,173.41682847026732
Italy,Calabria,Reggio Calabria,122,1618,18326,64.0444079592188,45.439893143365985,64.7187056588205,-33,586,78871,1.5103347323100584,5.393324904535224,109.51673623258687,157.499544273659,95.83575553771094,85.51323709414868,54.32129906985708,0,590,78871,37.532612868327064,57.48632655852674,125.5237767057202,169.5074850299401
Italy,Campania,Avellino,122,1619,18328,55.464651934864925,21.44281259300475,66.40211470108557,-36,668,61625,1.450113726662487,5.381310601854159,97.460855889652,153.5156912784081,88.62573894585934,77.45703669387566,56.00797451484168,0,677,61625,29.599717020667452,49.5020427696439,117.56035242290748,161.47230724441542
Italy,Campania,Benevento,122,1619,18329,35.82401371604923,9.349625378449261,50.19055462551144,-30,682,47239,-1.9939107464028778,1.427166337431196,61.60469667318982,113.45494111623145,73.55886105155713,65.47402248796757,44.20634163667574,0,738,47239,25.575293639461812,45.53178499847228,97.52815027109183,129.43598568564528
Italy,Campania,Caserta,122,1619,18330,43.85974768850074,17.465396330665154,52.24926076996327,-23,787,51660,1.491465635009869,5.38247161964352,77.49735259416995,121.42156065204469,78.086236175396,69.51193599603636,44.02841774891165,0,804,51660,33.60643760371639,49.48564189047463,101.42720311796228,133.4343457835248
Italy,Campania,Napoli,122,1619,18332,43.30085652109666,17.400231114351193,56.51449541572766,-35,821,24546,1.5345928594235168,5.441687781352122,69.50271822894773,125.32045292398334,83.44890924261301,69.48091611528044,51.20995598724911,0,822,24546,37.57390414732038,49.51916075906749,105.51509928403189,149.4587115845446
Italy,Campania,Salerno,122,1619,18333,58.334452591386274,37.52055178722449,62.02123176211223,-36,819,122398,1.5026124568805785,5.393493035866875,97.45364193599029,145.4550669834036,87.8925111419398,77.46228212760401,52.572666737051165,0,807,122398,33.60137669603547,49.50895813651068,113.46325840918334,157.3880322191705
Italy,Emilia-romagna,Bologna,122,1620,18334,52.63933417285283,25.438652766639937,58.19048026515778,-32,705,58284,1.4220452998461282,5.408097367454255,93.52369188027237,137.43298969072166,88.44614554691591,81.44438053038543,48.269144581103355,0,704,58284,33.59718309859155,53.54429765115876,117.45226960825761,153.32475021274317
Italy,Emilia-romagna,Modena,122,1620,18337,57.04722458750806,29.539114847483333,60.67182203179089,-37,479,53446,1.479473132427124,5.378869317278284,101.37291835084882,149.48930867210285,91.48456626199038,82.47945205479452,48.76011103329149,0,486,53446,36.52826855123675,56.52253645427513,122.48488652455129,160.49485736464194
Italy,Emilia-romagna,Parma,122,1620,18338,57.876227447669024,40.3796164882293,57.95207130566213,-30,384,76080,0.5180047952262326,6.4721900787252205,102.59187088843316,140.48533800325225,91.18940446142119,86.49751036977422,46.457958369563485,0,385,76080,36.543274432023075,58.50535571496781,120.50207039337474,152.45911949685535
Italy,Emilia-romagna,Piacenza,122,1620,18339,49.778146647407326,24.598424096172806,55.05761806784716,-35,463,50336,0.5219001727999332,4.35846932366291,90.5501010468237,130.49848024316108,85.84189919458568,80.49552821596163,44.60473665022822,0,470,50336,34.550925925925924,54.48771141190576,112.50922676327409,144.4742268041237
