grid_id,numeric_id,row,col,center_lon,center_lat,region,rh50_x10_mean,rh50_x10_median,rh50_x10_stdDev,rh50_x10_min,rh50_x10_max,rh50_x10_count,rh50_x10_p10,rh50_x10_p25,rh50_x10_p75,rh50_x10_p90,rh_non_ground50_x10_mean,rh_non_ground50_x10_median,rh_non_ground50_x10_stdDev,rh_non_ground50_x10_min,rh_non_ground50_x10_max,rh_non_ground50_x10_count,rh_non_ground50_x10_p10,rh_non_ground50_x10_p25,rh_non_ground50_x10_p75,rh_non_ground50_x10_p90
grid_0031_0017,643,31,17,-11.069888609414303,51.07420050305426,West4,33.642857142857146,35.5,12.5732547374925,15,55,14,15.0,23.0,36.0,52.0,56.785714285714285,57.0,14.818803554116991,31,75,14,31.0,44.0,70.0,75.0
grid_0032_0017,644,32,17,-11.069888609414303,51.29877829680201,West4,366.6923076923077,183.0,345.25896292390433,15,858,13,18.0,18.0,705.0,858.0,663.6923076923077,748.0,172.22274691867216,433,903,13,433.0,498.0,810.0,847.0
grid_0034_0017,646,34,17,-11.069888609414303,51.747933884297524,West4,48.75,44.0,18.046814123273947,32,75,4,32.0,32.0,65.5,75.0,56.0,54.0,18.2208671582886,38,78,4,38.0,38.0,74.0,78.0
grid_0031_0018,679,31,18,-10.845310815666547,51.07420050305426,West4,61.935064935064936,60.0,32.99600041183176,-4,190,77,17.0,41.0,81.0,97.0,76.2987012987013,75.0,29.83333137031527,12,193,77,41.0,54.0,92.0,107.0
grid_0032_0018,680,32,18,-10.845310815666547,51.29877829680201,West4,279.8666666666667,54.0,381.19117979769095,9,1041,30,14.5,32.0,552.0,1032.0,260.93333333333334,63.5,347.99185175645835,30,1015,30,35.0,39.0,325.0,958.0
grid_0034_0018,682,34,18,-10.845310815666547,51.747933884297524,West4,91.37404580152672,84.28571428571429,52.35847312574128,-7,403,262,32.0,59.0,116.66666666666667,152.6,105.57633587786259,96.42857142857143,45.46981102686137,30,404,262,60.6,76.5,126.5,158.5
grid_0035_0018,683,35,18,-10.845310815666547,51.97251167804528,West4,68.0,68.0,0.0,68,68,2,68.0,68.0,68.0,68.0,72.0,72.0,0.0,72,72,2,72.0,72.0,72.0,72.0
grid_0031_0019,715,31,19,-10.620733021918792,51.07420050305426,West4,70.4054054054054,67.5,24.313781499009817,18,130,74,31.0,59.0,86.0,100.0,84.62162162162163,83.0,21.3368750103707,42,141,74,58.0,73.0,103.0,110.0
grid_0032_0019,716,32,19,-10.620733021918792,51.29877829680201,West4,620.5280898876405,728.0,368.8659843079835,-1,1149,89,8.0,424.0,907.0,1019.0,710.1123595505618,800.0,271.5823974621449,56,1120,89,231.0,535.0,925.0,1057.0
grid_0033_0019,717,33,19,-10.620733021918792,51.52335609054977,West4,69.85714285714286,75.0,22.743467328497854,34,110,7,34.0,55.0,85.0,110.0,83.71428571428571,83.0,19.88333319077841,58,118,7,58.0,69.0,106.0,118.0
grid_0034_0019,718,34,19,-10.620733021918792,51.747933884297524,West4,102.36952410967537,86.0,78.80894075776585,1,449,252,18.5,47.0,134.25,203.0,126.49527261266938,106.28571428571429,76.48091920715571,32,445,252,50.0,72.6,157.0,230.0
grid_0035_0019,719,35,19,-10.620733021918792,51.97251167804528,West4,56.63636363636363,4.0,78.16564314706969,-6,215,11,-1.0,-1.0,108.0,191.0,79.18181818181819,42.0,73.84236057220838,8,223,11,9.0,21.0,132.0,212.0
grid_0031_0020,751,31,20,-10.39615522817104,51.07420050305426,West4,47.70967741935484,39.0,31.86584130117116,10,127,31,13.0,19.0,69.0,84.0,67.74193548387096,69.0,26.83638327386245,31,138,31,40.0,45.0,77.0,103.0
