rh,wf,gau,mir,wf_noground_gau,wf_noground_mir,wf_noground_neg,rh_noground_gau,rh_noground_mir,rh_noground_neg
1.08,0.13452380049545098,0.1578454823842028,0.12258482892562637,0.0,0.01193897156982461,0.13452380049545098,4.626662282909636,4.873865628457064,2.4270618052208985
1.16,0.13452380049545098,0.1509572909340972,0.1267543255322359,0.0,0.0077694749632150895,0.13452380049545098,4.698671141688312,4.940614666669959,2.483910423096845
1.23,0.13452380049545143,0.1447980871286672,0.12092725638082509,0.0,0.013596544114626338,0.13452380049545143,4.770176447452728,5.007363704882855,2.540925366225505
1.31,0.13452380049545098,0.13765420325572178,0.12092725638082524,0.0,0.013596544114625742,0.13452380049545098,4.841681753217145,5.074112743095751,2.5980552733810227
1.38,0.134523720194621,0.13134917100286012,0.12265504499585345,0.0031745491917608837,0.011868675198767553,0.134523720194621,4.913835304315981,5.13893889023487,2.654935648849336
1.46,0.11064588583783319,0.12412483338227938,0.09693201605836732,0.0,0.01371386977946587,0.11064588583783319,4.986212120897029,5.203164392867192,2.715131273246764
1.57,0.12265521469419038,0.1142396145106771,0.08728589458066482,0.008415600183513283,0.03536932011352556,0.12265521469419038,5.058588937478077,5.267389895499515,2.780945660754906
1.64,0.13452385751517149,0.10802355305915277,0.08827403473870997,0.02650030445601871,0.046249822776461516,0.13452385751517149,5.129254305067196,5.330743869218652,2.8562338416622595
1.72,0.13452385751517237,0.10103022743617736,0.09090907908668366,0.033493630078995015,0.04361477842848871,0.13452385751517237,5.198607384040886,5.393884916202822,2.9350697378689374
1.79,0.12092741688083497,0.09503469264247844,0.08438228458074576,0.025892724238356535,0.03654513230008921,0.12092741688083497,5.267960463014576,5.457025963186991,3.012609100257885
1.91,0.1209272396404506,0.08508823441647995,0.08065271033903607,0.035839005223970655,0.040274529301414536,0.1209272396404506,5.336228629637257,5.526292013433655,3.08894985774792
1.98,0.13452380049545054,0.07951038981569306,0.08065273985625027,0.055013410679757485,0.053871060639200274,0.13452380049545054,5.404268889950834,5.595860824783627,3.1664352665454496
2.06,0.1345236631757274,0.07336250505629197,0.0806527269741835,0.06116115811943543,0.05387093620154389,0.1345236631757274,5.473546877990043,5.6654296361336,3.246972575900872
2.13,0.12265490023252346,0.06819579745345843,0.07692307974459865,0.05445910277906503,0.045731820487924804,0.12265490023252346,5.5484288435254,5.73947829003471,3.3349268593539008
2.24,0.1106460385346395,0.06050292710701964,0.06666662428116843,0.05014311142761986,0.04397941425347107,0.1106460385346395,5.623310809060756,5.815973067391365,3.424489382266874
2.32,0.11064597358248385,0.055249480562579834,0.06666665253817172,0.055396493019904014,0.043979321044312125,0.11064597358248385,5.699000725977161,5.892467844748019,3.5177549313734318
2.43,0.12265518976022616,0.048509489604673106,0.06501549641442536,0.07414570015555305,0.057639693345800797,0.12265518976022616,5.781267419276912,5.973954746224897,3.6207522283554776
2.5,0.12092743362112612,0.04451524985196131,0.06212592992918553,0.07641218376916481,0.05880150369194059,0.12092743362112612,5.863534112576663,6.056926006839072,3.726297819540555
2.62,0.12092707914126954,0.038200560386064175,0.05717235912605681,0.08272651875520537,0.06375472001521273,0.12092707914126954,5.948810894099221,6.139897267453247,3.8394685912442554
2.69,0.12265490023252301,0.034823728448626814,0.05428275807404069,0.0878311717838962,0.06837214215848232,0.12265490023252301,6.0379944414512945,6.224675944777356,3.9650027670745884
2.8,0.08728591031667943,0.029962056302920013,0.05318476052643885,0.05732385401375942,0.03410114979024058,0.08728591031667943,6.127177988803367,6.3111454137306495,4.097168080140726
2.92,0.08728591031668032,0.025254951553629567,0.05413310086137692,0.062030958763050745,0.0331528094553034,0.08728591031668032,6.217881530587989,6.397614882683944,4.2370966438668916
3.03,0.09090907908689694,0.021457109655285602,0.05047565222349339,0.06945196943161133,0.040433426863403545,0.09090907908689694,6.310793134282547,6.485079154476916,4.375148314597688
3.14,0.09090907908689738,0.018120857345012686,0.046242169031496964,0.07278822174188469,0.04466691005540042,0.09090907908689738,6.403704737977106,6.573499886899396,4.512623018440832
3.25,0.08065272214340835,0.01521141509666944,0.04100065661168132,0.06544130704673891,0.03965206553172703,0.08065272214340835,6.497884467883165,6.661920619321874,4.650097789637923
3.4,0.07592595778058175,0.01186597115862189,0.03494340894675437,0.06405998662195986,0.04098254883382738,0.07592595778058175,6.592877162577242,6.752002388203933,4.787572657632741
3.52,0.07222227049470775,0.009649541699361377,0.03358648326649246,0.06257272879534638,0.03863578722821529,0.07222227049470775,6.687869857271319,6.843340593018068,4.926208587505655
3.7,0.06161619057869627,0.006981878127160729,0.031506317514164967,0.05463431245153554,0.030109873064531306,0.06161619057869627,6.785590070443411,6.934678797832203,5.066137279391886
3.85,0.06047474908047712,0.0052663251727795585,0.029586287734022818,0.05520842390769756,0.030888461346454302,0.06047474908047712,6.883709554350728,7.025185996073418,5.201677949652712
4.04,0.04849078139188023,0.0036257677521235538,0.027346645144277846,0.04486501363975668,0.021144136247602387,0.04849078139188023,6.981829038258043,7.113606776094581,5.33536554566018
4.27,0.05025335984220103,0.0022527779070262858,0.02550888713193352,0.048000581935174744,0.024744472710267508,0.05025335984220103,7.077392129244587,7.202027556115745,5.468517638568906
4.45,0.050253359842200584,0.001524008639305287,0.0,0.048729351202895295,0.050253359842200584,0.050253359842200584,7.172374194882537,7.28977637879365,5.614357534227521
4.68,0.05025326940288233,0.000903464722386124,0.0,0.049349804680496205,0.05025326940288233,0.05025326940288233,7.267193832724401,7.376245806241921,5.767185972703047
4.86,0.050253269402881884,0.000589140184472839,0.0,0.04966412921840904,0.050253269402881884,0.050253269402881884,7.360078608906957,7.462715233690193,5.929030525960178
5.09,0.04849078139188023,0.00033323299545978094,0.0,0.04815754839642045,0.04849078139188023,0.04849078139188023,7.452963385089515,7.549454704156469,6.102966514743459
5.28,0.05413310086137679,0.0002040263832041411,0.0,0.053929074478172655,0.05413310086137679,0.05413310086137679,7.546087208232079,7.6367242248380265,6.280988083809802
5.46,0.050253359842200584,0.00012607730837342436,0.0,0.05012728253382716,0.050253359842200584,0.050253359842200584,7.639830993562686,7.723993745519584,6.462759767279469
5.69,0.044488382784947156,6.657639246933587e-05,0.0,0.04442180639247782,0.044488382784947156,0.044488382784947156,7.733574778893294,7.811747655588254,6.648119702864421
5.91,0.04167528286068367,3.526600007644839e-05,0.0,0.04164001686060722,0.04167528286068367,0.04167528286068367,7.828168631419389,7.901005222386466,6.837883851192458
6.18,0.03776271013842125,1.5644643704478133e-05,0.0,0.03774706549471677,0.03776271013842125,0.03776271013842125,7.924047773157465,7.990262789184678,7.0284220228379715
6.44,0.038461539872364,6.911102346209397e-06,0.0,0.0384546287700178,0.038461539872364,0.038461539872364,8.01992691489554,8.082070769066114,7.213782058205961
6.7,0.03608059791838891,2.951957385486946e-06,0.0,0.03607764596100343,0.03608059791838891,0.03608059791838891,8.121491347600161,8.17903979900236,7.396071380608072
7.0,0.03608055779085628,1.0608844269535528e-06,0.0,0.03607949690642933,0.03608055779085628,0.03608055779085628,8.225653957855195,8.276008828938606,7.577871285415742
7.26,0.038461539872364225,4.2144445871603953e-07,0.0,0.03846111842790551,0.038461539872364225,0.038461539872364225,8.32981656811023,8.376321565342232,7.76081788955347
7.52,0.03776274672579394,1.6188004660423198e-07,0.0,0.037762584845747335,0.03776274672579394,0.03776274672579394,8.446199834779271,8.487401629610773,7.947267331543551
7.79,0.03776271013842103,5.7834742808960734e-08,0.0,0.03776265230367822,0.03776271013842103,0.03776271013842103,8.56552026484323,8.598481693879311,8.14167173739207
8.05,0.03608055779085584,2.074141855602495e-08,0.0,0.03608053704943728,0.03608055779085584,0.03608055779085584,8.685603818524765,8.714222345368063,8.344951812667134
8.35,0.03189032347019349,6.092653166667955e-09,0.0,0.03189031737754033,0.03189032347019349,0.03189032347019349,8.823736006173085,8.842815024068617,8.57707874343219
8.68,0.027445890126708283,1.503450205453577e-09,0.0,0.02744588862325808,0.027445890126708283,0.027445890126708283,8.961868193821406,8.971407702769172,8.830426380128706
9.1,0.023809519484471027,2.341899233611365e-10,0.0,0.023809519250281103,0.023809519484471027,0.023809519484471027,9.100000381469727,9.100000381469727,9.100000381469727
