system:index,center_lat,center_lon,col,grid_id,numeric_id,region,rh_ng_kurtosis_x10_count,rh_ng_kurtosis_x10_max,rh_ng_kurtosis_x10_mean,rh_ng_kurtosis_x10_median,rh_ng_kurtosis_x10_min,rh_ng_kurtosis_x10_p10,rh_ng_kurtosis_x10_p25,rh_ng_kurtosis_x10_p75,rh_ng_kurtosis_x10_p90,rh_ng_kurtosis_x10_stdDev,rh_ng_mean_x10_count,rh_ng_mean_x10_max,rh_ng_mean_x10_mean,rh_ng_mean_x10_median,rh_ng_mean_x10_min,rh_ng_mean_x10_p10,rh_ng_mean_x10_p25,rh_ng_mean_x10_p75,rh_ng_mean_x10_p90,rh_ng_mean_x10_stdDev,rh_ng_skewness_x10_count,rh_ng_skewness_x10_max,rh_ng_skewness_x10_mean,rh_ng_skewness_x10_median,rh_ng_skewness_x10_min,rh_ng_skewness_x10_p10,rh_ng_skewness_x10_p25,rh_ng_skewness_x10_p75,rh_ng_skewness_x10_p90,rh_ng_skewness_x10_stdDev,rh_ng_std_x10_count,rh_ng_std_x10_max,rh_ng_std_x10_mean,rh_ng_std_x10_median,rh_ng_std_x10_min,rh_ng_std_x10_p10,rh_ng_std_x10_p25,rh_ng_std_x10_p75,rh_ng_std_x10_p90,rh_ng_std_x10_stdDev,row,.geo
0,48.11228889687388,-4.887711103126123,0,grid_0000_0000,0,East4c,140,21,-8.442857142857143,-10.0,-12,-11.0,-11.0,-9.0,-5.0,5.308041646638521,140,195,71.57857142857142,71.0,-10,10.0,40.5,102.5,121.0,41.662259018572335,140,11,0.14285714285714285,0.0,-7,-3.0,-2.0,1.0,3.0,3.1613094677712916,140,112,51.292857142857144,51.0,21,29.0,41.0,60.0,69.0,15.475555115163045,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,48.33686669062163,-4.887711103126123,0,grid_0001_0000,1,East4c,692,174,-1.658900836320191,-7.0,-17,-12.0,-10.0,1.0,12.0,18.02692667795143,692,517,73.09910678727881,45.1764705882353,-10,1.7139099941554647,9.981629392971247,89.0,178.0,96.8824568642869,692,40,1.964385276213233,1.0,-17,-5.0,-1.0,4.0,9.0,6.685545859449711,692,322,65.46563691187346,40.42424242424242,17,22.529411764705884,26.57724074640563,64.71428571428571,196.0,66.28083238467312,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,48.56144448436939,-4.887711103126123,0,grid_0002_0000,2,East4c,22,86,5.738789237668162,1.0,-10,-9.0,-8.0,6.0,21.0,19.85468906041972,22,230,42.77466367713005,16.0,-8,-4.0,5.0,53.0,180.0,58.90567119703801,22,15,-1.0414798206278026,-1.0,-27,-15.0,-3.0,3.0,10.0,8.794368032491539,22,68,35.46076233183857,31.0,23,25.0,27.0,40.0,55.0,11.35099296635823,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,48.78602227811714,-4.887711103126123,0,grid_0003_0000,3,East4c,245,-5,-10.383673469387755,-10.0,-14,-12.0,-11.0,-10.0,-9.0,1.205319322373938,245,169,79.15918367346939,77.0,-9,32.0,51.0,108.0,126.0,36.220683674721315,245,9,0.39591836734693875,0.0,-4,-2.0,-1.0,1.0,3.0,1.9572950080246336,245,99,55.85306122448979,53.0,20,37.0,45.0,66.0,77.0,16.467991241401112,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,49.01060007186489,-4.887711103126123,0,grid_0004_0000,4,East4c,1,-8,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,0.0,1,37,37.0,37.0,37,37.0,37.0,37.0,37.0,0.0,1,-3,-3.0,-3.0,-3,-3.0,-3.0,-3.0,-3.0,0.0,1,20,20.0,20.0,20,20.0,20.0,20.0,20.0,0.0,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,50.13348904060366,-4.887711103126123,0,grid_0009_0000,9,East4c,3119,106,0.9784810110589308,-1.0,-16,-10.0,-7.0,5.0,15.0,11.775831994849467,3119,654,45.803049197270454,25.57005203314704,-18,1.6220963049802442,5.557520540768474,69.3529411764706,117.75704493526277,53.075971750841646,3119,29,1.2791138704741833,1.0,-30,-7.0,-3.0000000000000004,5.0,10.0,6.457661692827286,3119,364,45.29786212534129,38.51535087719298,18,24.640381103014555,28.38372093023256,54.53260869565217,70.28571428571429,25.300670367751895,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,50.35806683435142,-4.887711103126123,0,grid_0010_0000,10,East4c,16064,184,2.108289258530816,-1.0,-17,-9.0,-5.999999999999999,6.0,16.0,12.853031546441118,16064,431,34.150001394024095,18.4921104088036,-26,2.465363812143462,6.477597858944491,48.47872958492028,90.52542372881356,42.27705720385353,16064,36,2.3733986453998916,2.0,-26,-5.969900798451487,-2.0,6.0,10.0,6.480336049828664,16064,216,40.05749762404491,35.010231235089,17,24.0,27.0,47.0,62.0,18.89186313573374,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,50.582644628099175,-4.887711103126123,0,grid_0011_0000,11,East4c,7607,242,2.6548995135308133,0.4649418038127918,-18,-9.451660860163383,-5.471187917513796,6.501432664756447,16.48780487804878,14.455338911492678,7607,368,36.892464406679764,16.485,-22,0.5602148813341885,4.4836175754011585,54.49152542372882,104.51428571428572,46.03888065922903,7607,49,2.583403174846094,3.0,-33,-6.0,-1.0,5.999999999999999,10.0,6.549342709708034,7607,233,41.89783113020199,35.0,16,24.0,27.0,52.0,69.0,20.203041916664294,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,50.80722242184693,-4.887711103126123,0,grid_0012_0000,12,East4c,7,-10,-11.142857142857142,-11.0,-12,-12.0,-12.0,-10.0,-10.0,0.8329931278350458,7,91,54.0,67.0,18,18.0,18.0,91.0,91.0,30.359747787395825,7,3,1.0,0.0,0,0.0,0.0,2.0,3.0,1.1952286093343936,7,60,45.42857142857143,52.0,26,26.0,34.0,60.0,60.0,12.815806566860463,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,51.031800215594686,-4.887711103126123,0,grid_0013_0000,13,East4c,132,-7,-10.166666666666666,-10.0,-16,-12.0,-11.0,-9.0,-8.0,1.3605183207182863,132,415,75.99242424242425,72.5,3,33.0,46.875,92.375,115.0,47.427855293692254,132,5,0.3560606060606061,0.0,-4,-2.0,-1.0,1.0,2.0,1.7369974780497373,132,268,53.628787878787875,48.0,24,37.0,41.5,60.0,72.0,28.44622926042787,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
